LOTNO,品番,検査日,検査者1,加工元,検査数,良品数,不良数,不良1,不良2,不良3,不良4,不良5
009202,42,2019-03-12,鈴木,XXX,330,330.0,0.0,0.0,0.0,0.0,0.0,0.0
009203,42,2019-03-12,鈴木,XXX,120,120.0,0.0,0.0,0.0,0.0,0.0,0.0
009204,42,2019-03-12,大山,XXX,230,230.0,0.0,0.0,0.0,0.0,0.0,0.0
009205,44,2019-03-12,鈴木,XXX,120,120.0,0.0,0.0,0.0,0.0,0.0,0.0
009206,44,2019-03-12,鈴木,ZZZ,100,100.0,0.0,0.0,0.0,0.0,0.0,0.0
009207,51,2019-03-12,鈴木,XXX,60,60.0,0.0,0.0,0.0,0.0,0.0,0.0
009208,51,2019-03-12,山田,XXX,80,80.0,0.0,0.0,0.0,0.0,0.0,0.0
009209,61,2019-03-12,山田,XXX,120,120.0,0.0,0.0,0.0,0.0,0.0,0.0
009210,71,2019-03-12,山田,XXX,65,65.0,0.0,0.0,0.0,0.0,0.0,0.0
009211,19,2019-03-13,大山,VVV,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
009212,19,2019-03-13,鈴木,VVV,145,145.0,0.0,0.0,0.0,0.0,0.0,0.0
009213,19,2019-03-13,山田,VVV,160,160.0,0.0,0.0,0.0,0.0,0.0,0.0
009214,19,2019-03-13,大山,VVV,100,100.0,0.0,0.0,0.0,0.0,0.0,0.0
009215,19,2019-03-13,佐藤,VVV,100,100.0,0.0,0.0,0.0,0.0,0.0,0.0
009216,19,2019-03-13,山田,VVV,100,100.0,0.0,0.0,0.0,0.0,0.0,0.0
009217,19,2019-03-13,佐藤,YYY,11,11.0,0.0,0.0,0.0,0.0,0.0,0.0
009218,42,2019-03-13,鈴木,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
009219,42,2019-03-13,鈴木,WWW,100,100.0,0.0,0.0,0.0,0.0,0.0,0.0
009220,42,2019-03-13,鈴木,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
009221,42,2019-03-13,鈴木,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
009222,42,2019-03-13,鈴木,ZZZ,150,150.0,0.0,0.0,0.0,0.0,0.0,0.0
009223,61,2019-03-13,山田,YYY,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0
009224,18,2019-03-14,鈴木,XXX,50,50.0,0.0,0.0,0.0,0.0,0.0,0.0
009225,18,2019-03-14,山田,XXX,50,50.0,0.0,0.0,0.0,0.0,0.0,0.0
009226,19,2019-03-14,鈴木,VVV,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0
009227,19,2019-03-14,鈴木,VVV,99,99.0,0.0,0.0,0.0,0.0,0.0,0.0
009228,42,2019-03-14,鈴木,WWW,50,50.0,0.0,0.0,0.0,0.0,0.0,0.0
009229,42,2019-03-14,鈴木,WWW,20,20.0,0.0,0.0,0.0,0.0,0.0,0.0
009230,42,2019-03-14,鈴木,WWW,30,30.0,0.0,0.0,0.0,0.0,0.0,0.0
009231,42,2019-03-14,鈴木,ZZZ,40,40.0,0.0,0.0,0.0,0.0,0.0,0.0
009232,42,2019-03-14,鈴木,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
009233,42,2019-03-14,大山,ZZZ,50,50.0,0.0,0.0,0.0,0.0,0.0,0.0
009234,42,2019-03-14,大山,ZZZ,20,20.0,0.0,0.0,0.0,0.0,0.0,0.0
009235,61,2019-03-14,大山,YYY,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0
009236,61,2019-03-14,大山,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
009237,61,2019-03-14,大山,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
009238,61,2019-03-14,大山,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
009239,61,2019-03-14,大山,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
009240,61,2019-03-14,大山,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
009241,18,2019-03-15,鈴木,XXX,50,49.0,1.0,1.0,0.0,0.0,0.0,0.0
009242,18,2019-03-15,鈴木,XXX,70,68.0,2.0,0.0,0.0,1.0,0.0,1.0
009243,18,2019-03-15,鈴木,XXX,60,60.0,0.0,0.0,0.0,0.0,0.0,0.0
009244,19,2019-03-15,鈴木,VVV,48,47.0,1.0,1.0,0.0,0.0,0.0,0.0
009245,44,2019-03-15,山田,XXX,100,100.0,0.0,0.0,0.0,0.0,0.0,0.0
009246,19,2019-03-19,鈴木,QQQ,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0
009247,19,2019-03-19,山田,VVV,100,100.0,0.0,0.0,0.0,0.0,0.0,0.0
009248,19,2019-03-19,山田,VVV,100,100.0,0.0,0.0,0.0,0.0,0.0,0.0
009249,19,2019-03-19,鈴木,VVV,200,199.0,1.0,0.0,0.0,0.0,1.0,0.0
009250,19,2019-03-20,大山,YYY,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0
009251,19,2019-03-20,鈴木,VVV,4,4.0,0.0,0.0,0.0,0.0,0.0,0.0
009252,19,2019-03-20,鈴木,YYY,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0
009253,19,2019-03-20,大山,VVV,100,100.0,0.0,0.0,0.0,0.0,0.0,0.0
009254,19,2019-03-20,佐藤,VVV,151,151.0,0.0,0.0,0.0,0.0,0.0,0.0
009255,19,2019-03-20,山田,VVV,200,197.0,3.0,2.0,0.0,0.0,0.0,1.0
009256,19,2019-03-20,大山,YYY,4,4.0,0.0,0.0,0.0,0.0,0.0,0.0
009257,19,2019-03-20,鈴木,VVV,4,4.0,0.0,0.0,0.0,0.0,0.0,0.0
009258,19,2019-03-20,鈴木,YYY,13,13.0,0.0,0.0,0.0,0.0,0.0,0.0
009259,19,2019-03-20,山田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
009260,19,2019-03-22,鈴木,ZZZ,175,175.0,0.0,0.0,0.0,0.0,0.0,0.0
009261,19,2019-03-22,鈴木,YYY,8,8.0,0.0,0.0,0.0,0.0,0.0,0.0
009262,19,2019-03-22,山田,ZZZ,175,175.0,0.0,0.0,0.0,0.0,0.0,0.0
009263,19,2019-03-22,鈴木,YYY,7,7.0,0.0,0.0,0.0,0.0,0.0,0.0
009264,19,2019-03-22,山田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
009265,19,2019-03-22,鈴木,YYY,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0
009266,19,2019-03-22,大山,ZZZ,100,100.0,0.0,0.0,0.0,0.0,0.0,0.0
009267,19,2019-03-22,鈴木,ZZZ,200,200.0,0.0,0.0,0.0,0.0,0.0,0.0
009268,19,2019-03-22,有田,ZZZ,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0
009269,19,2019-03-22,鈴木,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
009270,19,2019-03-22,山田,ZZZ,200,199.0,1.0,0.0,0.0,0.0,0.0,1.0
009271,19,2019-03-22,有田,ZZZ,105,105.0,0.0,0.0,0.0,0.0,0.0,0.0
009272,19,2019-03-22,鈴木,YYY,4,4.0,0.0,0.0,0.0,0.0,0.0,0.0
009273,19,2019-03-23,山田,XXX,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0
009274,19,2019-03-23,山田,XXX,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0
009275,19,2019-03-23,山田,XXX,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0
009276,19,2019-03-23,山田,XXX,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0
009277,19,2019-03-23,山田,XXX,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0
009278,19,2019-03-23,山田,XXX,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0
009279,19,2019-03-23,山田,XXX,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0
009280,19,2019-03-23,山田,XXX,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0
009281,19,2019-03-23,山田,XXX,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0
009282,19,2019-03-23,山田,XXX,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0
009283,19,2019-03-23,山田,XXX,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0
009284,19,2019-03-23,山田,XXX,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0
009285,19,2019-03-23,山田,XXX,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0
009286,19,2019-03-23,山田,XXX,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0
009287,19,2019-03-23,山田,XXX,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0
009288,61,2019-03-23,山田,XXX,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0
009289,61,2019-03-23,山田,XXX,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0
009290,61,2019-03-23,山田,XXX,9,9.0,0.0,0.0,0.0,0.0,0.0,0.0
009291,18,2019-03-25,山田,ZZZ,20,20.0,0.0,0.0,0.0,0.0,0.0,0.0
009292,18,2019-03-25,山田,ZZZ,30,30.0,0.0,0.0,0.0,0.0,0.0,0.0
009293,19,2019-03-25,鈴木,ZZZ,400,400.0,0.0,0.0,0.0,0.0,0.0,0.0
009294,19,2019-03-25,鈴木,ZZZ,400,400.0,0.0,0.0,0.0,0.0,0.0,0.0
009295,42,2019-03-25,山田,ZZZ,100,100.0,0.0,0.0,0.0,0.0,0.0,0.0
009296,18,2019-03-26,山田,ZZZ,15,15.0,0.0,0.0,0.0,0.0,0.0,0.0
009297,18,2019-03-26,山田,ZZZ,80,80.0,0.0,0.0,0.0,0.0,0.0,0.0
009298,18,2019-03-26,山田,ZZZ,60,60.0,0.0,0.0,0.0,0.0,0.0,0.0
009299,18,2019-03-26,山田,ZZZ,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0
009300,18,2019-03-26,佐藤,ZZZ,30,30.0,0.0,0.0,0.0,0.0,0.0,0.0
009301,18,2019-03-26,山田,ZZZ,55,55.0,0.0,0.0,0.0,0.0,0.0,0.0
009302,18,2019-03-26,山田,ZZZ,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0
009303,18,2019-03-26,鈴木,ZZZ,60,60.0,0.0,0.0,0.0,0.0,0.0,0.0
009304,18,2019-03-26,大山,ZZZ,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0
009305,18,2019-03-26,山田,ZZZ,135,135.0,0.0,0.0,0.0,0.0,0.0,0.0
009306,19,2019-03-26,鈴木,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
009307,19,2019-03-26,鈴木,ZZZ,100,100.0,0.0,0.0,0.0,0.0,0.0,0.0
009308,19,2019-03-26,鈴木,ZZZ,100,100.0,0.0,0.0,0.0,0.0,0.0,0.0
009309,42,2019-03-26,大山,ZZZ,200,200.0,0.0,0.0,0.0,0.0,0.0,0.0
009310,42,2019-03-26,大山,ZZZ,80,80.0,0.0,0.0,0.0,0.0,0.0,0.0
009311,42,2019-03-26,山田,ZZZ,40,40.0,0.0,0.0,0.0,0.0,0.0,0.0
009312,42,2019-03-26,鈴木,ZZZ,100,100.0,0.0,0.0,0.0,0.0,0.0,0.0
009313,42,2019-03-26,大山,ZZZ,25,25.0,0.0,0.0,0.0,0.0,0.0,0.0
009314,42,2019-03-26,山田,ZZZ,50,50.0,0.0,0.0,0.0,0.0,0.0,0.0
009315,42,2019-03-26,山田,ZZZ,30,30.0,0.0,0.0,0.0,0.0,0.0,0.0
009316,52,2019-03-26,佐藤,ZZZ,40,39.0,1.0,0.0,0.0,1.0,0.0,0.0
009317,18,2019-03-27,鈴木,ZZZ,140,140.0,0.0,0.0,0.0,0.0,0.0,0.0
009318,18,2019-03-27,佐藤,ZZZ,20,20.0,0.0,0.0,0.0,0.0,0.0,0.0
009319,18,2019-03-27,山田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
009320,18,2019-03-27,山田,ZZZ,100,100.0,0.0,0.0,0.0,0.0,0.0,0.0
009321,18,2019-03-27,山田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
009322,18,2019-03-27,大山,ZZZ,60,60.0,0.0,0.0,0.0,0.0,0.0,0.0
009323,18,2019-03-27,鈴木,QQQ,50,34.0,16.0,16.0,0.0,0.0,0.0,0.0
009324,18,2019-03-27,鈴木,QQQ,131,125.0,6.0,6.0,0.0,0.0,0.0,0.0
009325,18,2019-03-27,鈴木,YYY,30,30.0,0.0,0.0,0.0,0.0,0.0,0.0
009326,18,2019-03-27,山田,ZZZ,150,150.0,0.0,0.0,0.0,0.0,0.0,0.0
009327,18,2019-03-27,山田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
009328,18,2019-03-27,山田,YYY,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0
009329,19,2019-03-27,藤田,XXX,153,153.0,0.0,0.0,0.0,0.0,0.0,0.0
009330,19,2019-03-27,藤田,XXX,30,30.0,0.0,0.0,0.0,0.0,0.0,0.0
009331,42,2019-03-27,山田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
009332,42,2019-03-27,山田,ZZZ,40,40.0,0.0,0.0,0.0,0.0,0.0,0.0
009333,42,2019-03-27,山田,ZZZ,50,50.0,0.0,0.0,0.0,0.0,0.0,0.0
009334,42,2019-03-27,大山,ZZZ,100,100.0,0.0,0.0,0.0,0.0,0.0,0.0
009335,42,2019-03-27,山田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
009336,42,2019-03-27,山田,ZZZ,60,60.0,0.0,0.0,0.0,0.0,0.0,0.0
009337,42,2019-03-27,山田,YYY,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0
009338,42,2019-03-27,山田,ZZZ,100,100.0,0.0,0.0,0.0,0.0,0.0,0.0
009339,42,2019-03-27,鈴木,ZZZ,120,120.0,0.0,0.0,0.0,0.0,0.0,0.0
009340,42,2019-03-27,鈴木,ZZZ,45,45.0,0.0,0.0,0.0,0.0,0.0,0.0
009341,42,2019-03-27,山田,YYY,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0
009342,42,2019-03-27,佐藤,ZZZ,35,35.0,0.0,0.0,0.0,0.0,0.0,0.0
009343,42,2019-03-27,山田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
009344,51,2019-03-27,鈴木,ZZZ,30,30.0,0.0,0.0,0.0,0.0,0.0,0.0
009345,51,2019-03-27,鈴木,ZZZ,40,40.0,0.0,0.0,0.0,0.0,0.0,0.0
009346,51,2019-03-27,鈴木,ZZZ,40,40.0,0.0,0.0,0.0,0.0,0.0,0.0
009347,52,2019-03-27,鈴木,ZZZ,20,20.0,0.0,0.0,0.0,0.0,0.0,0.0
009348,61,2019-03-27,鈴木,ZZZ,30,30.0,0.0,0.0,0.0,0.0,0.0,0.0
009349,61,2019-03-27,鈴木,ZZZ,300,300.0,0.0,0.0,0.0,0.0,0.0,0.0
009350,61,2019-03-27,鈴木,ZZZ,200,200.0,0.0,0.0,0.0,0.0,0.0,0.0
009351,61,2019-03-27,鈴木,ZZZ,50,50.0,0.0,0.0,0.0,0.0,0.0,0.0
009352,61,2019-03-27,鈴木,ZZZ,50,50.0,0.0,0.0,0.0,0.0,0.0,0.0
009353,64,2019-03-27,鈴木,ZZZ,30,30.0,0.0,0.0,0.0,0.0,0.0,0.0
009354,64,2019-03-27,鈴木,ZZZ,30,30.0,0.0,0.0,0.0,0.0,0.0,0.0
009355,71,2019-03-27,山田,ZZZ,80,80.0,0.0,0.0,0.0,0.0,0.0,0.0
009356,71,2019-03-27,山田,ZZZ,20,20.0,0.0,0.0,0.0,0.0,0.0,0.0
009357,71,2019-03-27,鈴木,ZZZ,90,90.0,0.0,0.0,0.0,0.0,0.0,0.0
009358,71,2019-03-27,鈴木,ZZZ,20,20.0,0.0,0.0,0.0,0.0,0.0,0.0
009359,71,2019-03-27,藤田,XXX,80,79.0,1.0,0.0,0.0,1.0,0.0,0.0
009360,74,2019-03-27,鈴木,ZZZ,30,30.0,0.0,0.0,0.0,0.0,0.0,0.0
009361,74,2019-03-27,鈴木,ZZZ,80,80.0,0.0,0.0,0.0,0.0,0.0,0.0
009362,74,2019-03-27,鈴木,ZZZ,30,30.0,0.0,0.0,0.0,0.0,0.0,0.0
009363,74,2019-03-27,鈴木,ZZZ,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0
009364,74,2019-03-27,鈴木,ZZZ,200,200.0,0.0,0.0,0.0,0.0,0.0,0.0
009365,74,2019-03-27,鈴木,ZZZ,200,200.0,0.0,0.0,0.0,0.0,0.0,0.0
009366,18,2019-03-28,大山,YYY,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0
009367,18,2019-03-28,大山,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
009368,18,2019-03-28,大山,YYY,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0
009369,18,2019-03-28,大山,YYY,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0
009370,18,2019-03-28,大山,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
009371,18,2019-03-28,鈴木,YYY,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0
009372,18,2019-03-28,大山,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
009373,19,2019-03-28,鈴木,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
009374,19,2019-03-28,鈴木,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
009375,19,2019-03-28,鈴木,XXX,120,113.0,7.0,4.0,0.0,3.0,0.0,0.0
009376,19,2019-03-28,鈴木,YYY,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0
009377,19,2019-03-28,鈴木,YYY,12,12.0,0.0,0.0,0.0,0.0,0.0,0.0
009378,19,2019-03-28,有田,XXX,88,83.0,5.0,5.0,0.0,0.0,0.0,0.0
009379,19,2019-03-28,大山,XXX,32,30.0,2.0,2.0,0.0,0.0,0.0,0.0
009380,19,2019-03-28,鈴木,YYY,7,7.0,0.0,0.0,0.0,0.0,0.0,0.0
009381,19,2019-03-28,有田,XXX,153,153.0,0.0,0.0,0.0,0.0,0.0,0.0
009382,19,2019-03-28,大山,XXX,37,37.0,0.0,0.0,0.0,0.0,0.0,0.0
009383,19,2019-03-28,田中,QQQ,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0
009384,19,2019-03-28,田中,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
009385,19,2019-03-28,田中,QQQ,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0
009386,19,2019-03-28,鈴木,YYY,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0
009387,42,2019-03-28,大山,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
009388,51,2019-03-28,大山,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
009389,61,2019-03-28,大山,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
009390,61,2019-03-28,大山,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
009391,71,2019-03-28,大山,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
009392,74,2019-03-28,大山,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
009393,74,2019-03-28,鈴木,ZZZ,80,80.0,0.0,0.0,0.0,0.0,0.0,0.0
009394,74,2019-03-28,鈴木,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
009395,18,2019-03-29,鈴木,QQQ,136,133.0,3.0,3.0,0.0,0.0,0.0,0.0
009396,61,2019-03-29,大山,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
009397,61,2019-03-29,大山,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
009398,18,2019-04-01,山田,ZZZ,20,20.0,0.0,0.0,0.0,0.0,0.0,0.0
009399,18,2019-04-01,山田,YYY,4,4.0,0.0,0.0,0.0,0.0,0.0,0.0
009400,19,2019-04-01,山田,YYY,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0
009401,19,2019-04-01,山田,YYY,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0
009402,19,2019-04-01,山田,YYY,4,4.0,0.0,0.0,0.0,0.0,0.0,0.0
009403,19,2019-04-01,山田,YYY,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0
009404,19,2019-04-01,山田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
009405,42,2019-04-01,山田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
009406,42,2019-04-01,山田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
009407,42,2019-04-01,山田,ZZZ,50,50.0,0.0,0.0,0.0,0.0,0.0,0.0
009408,42,2019-04-01,山田,ZZZ,20,20.0,0.0,0.0,0.0,0.0,0.0,0.0
009409,42,2019-04-01,山田,ZZZ,30,30.0,0.0,0.0,0.0,0.0,0.0,0.0
009410,42,2019-04-01,大山,ZZZ,40,40.0,0.0,0.0,0.0,0.0,0.0,0.0
009411,42,2019-04-01,山田,YYY,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0
009412,42,2019-04-01,山田,YYY,4,4.0,0.0,0.0,0.0,0.0,0.0,0.0
009413,42,2019-04-01,山田,YYY,8,8.0,0.0,0.0,0.0,0.0,0.0,0.0
009414,42,2019-04-01,山田,ZZZ,40,40.0,0.0,0.0,0.0,0.0,0.0,0.0
009415,61,2019-04-01,山田,YYY,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0
009416,71,2019-04-01,山田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
009417,71,2019-04-01,山田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
009418,74,2019-04-01,山田,YYY,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0
009419,18,2019-04-02,山田,XXX,4,4.0,0.0,0.0,0.0,0.0,0.0,0.0
009420,19,2019-04-02,山田,XXX,143,142.0,1.0,0.0,0.0,1.0,0.0,0.0
009421,42,2019-04-02,山田,ZZZ,80,80.0,0.0,0.0,0.0,0.0,0.0,0.0
009422,42,2019-04-02,山田,ZZZ,50,50.0,0.0,0.0,0.0,0.0,0.0,0.0
009423,74,2019-04-02,山田,ZZZ,51,51.0,0.0,0.0,0.0,0.0,0.0,0.0
009424,19,2019-04-03,佐藤,XXX,150,149.0,1.0,0.0,0.0,1.0,0.0,0.0
009425,42,2019-04-03,佐藤,ZZZ,100,100.0,0.0,0.0,0.0,0.0,0.0,0.0
009426,42,2019-04-03,山田,ZZZ,40,40.0,0.0,0.0,0.0,0.0,0.0,0.0
009427,18,2019-04-04,山田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
009428,18,2019-04-04,山田,YYY,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0
009429,18,2019-04-04,山田,YYY,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0
009430,18,2019-04-04,山田,YYY,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0
009431,18,2019-04-04,山田,YYY,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0
009432,18,2019-04-04,山田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
009433,18,2019-04-04,山田,YYY,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0
009434,18,2019-04-04,山田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
009435,18,2019-04-04,山田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
009436,18,2019-04-04,山田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
009437,18,2019-04-04,山田,YYY,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0
009438,19,2019-04-04,鈴木,YYY,30,30.0,0.0,0.0,0.0,0.0,0.0,0.0
009439,42,2019-04-04,山田,ZZZ,30,30.0,0.0,0.0,0.0,0.0,0.0,0.0
009440,42,2019-04-04,山田,ZZZ,50,50.0,0.0,0.0,0.0,0.0,0.0,0.0
009441,42,2019-04-04,山田,ZZZ,30,30.0,0.0,0.0,0.0,0.0,0.0,0.0
009442,42,2019-04-04,山田,ZZZ,20,20.0,0.0,0.0,0.0,0.0,0.0,0.0
009443,44,2019-04-04,山田,YYY,4,4.0,0.0,0.0,0.0,0.0,0.0,0.0
009444,44,2019-04-04,山田,ZZZ,100,100.0,0.0,0.0,0.0,0.0,0.0,0.0
009445,51,2019-04-04,山田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
009446,61,2019-04-04,山田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
009447,61,2019-04-04,山田,YYY,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0
009448,42,2019-04-08,山田,WWW,30,30.0,0.0,0.0,0.0,0.0,0.0,0.0
009449,42,2019-04-08,山田,WWW,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0
009450,42,2019-04-08,山田,WWW,70,70.0,0.0,0.0,0.0,0.0,0.0,0.0
009451,19,2019-04-09,鈴木,ZZZ,100,100.0,0.0,0.0,0.0,0.0,0.0,0.0
009452,19,2019-04-10,山田,ZZZ,90,90.0,0.0,0.0,0.0,0.0,0.0,0.0
009453,19,2019-04-10,鈴木,YYY,4,4.0,0.0,0.0,0.0,0.0,0.0,0.0
009454,19,2019-04-10,大山,ZZZ,150,150.0,0.0,0.0,0.0,0.0,0.0,0.0
009455,19,2019-04-10,山田,ZZZ,15,15.0,0.0,0.0,0.0,0.0,0.0,0.0
009456,19,2019-04-10,山田,ZZZ,95,95.0,0.0,0.0,0.0,0.0,0.0,0.0
009457,19,2019-04-11,鈴木,YYY,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0
009458,19,2019-04-11,山田,ZZZ,110,110.0,0.0,0.0,0.0,0.0,0.0,0.0
009459,19,2019-04-11,鈴木,YYY,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0
009460,61,2019-04-11,山田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
009461,61,2019-04-11,山田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
009462,61,2019-04-12,佐藤,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
009463,61,2019-04-12,佐藤,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
009464,61,2019-04-12,佐藤,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
009465,61,2019-04-12,佐藤,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
009466,42,2019-04-17,山田,WWW,50,50.0,0.0,0.0,0.0,0.0,0.0,0.0
009467,42,2019-04-17,山田,WWW,30,30.0,0.0,0.0,0.0,0.0,0.0,0.0
009468,42,2019-04-17,山田,WWW,35,35.0,0.0,0.0,0.0,0.0,0.0,0.0
009469,42,2019-04-17,山田,WWW,128,128.0,0.0,0.0,0.0,0.0,0.0,0.0
009470,44,2019-04-17,山田,WWW,100,100.0,0.0,0.0,0.0,0.0,0.0,0.0
009471,18,2019-04-18,山田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
009472,18,2019-04-18,山田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
009473,18,2019-04-18,山田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
009474,19,2019-04-18,佐藤,ZZZ,50,49.0,1.0,1.0,0.0,0.0,0.0,0.0
009475,19,2019-04-18,山田,ZZZ,30,30.0,0.0,0.0,0.0,0.0,0.0,0.0
009476,19,2019-04-18,山田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
009477,19,2019-04-18,山田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
